PopCode,Area,Sex,Age,AgeInterval,Type,Day,Month,Year,RefCode,Access,Population,NoteCode1,NoteCode2,NoteCode3,LDB
SA,5,f,15,1,O,30,6,1974,3,O,11915,.,.,.,1
SA,5,f,16,1,O,30,6,1974,3,O,11492,.,.,.,1
SA,5,f,17,1,O,30,6,1974,3,O,11322,.,.,.,1
SA,5,f,18,1,O,30,6,1974,3,O,10839,.,.,.,1
SA,5,f,19,1,O,30,6,1974,3,O,10555,.,.,.,1
SA,5,f,20,1,O,30,6,1974,3,O,10613,.,.,.,1
SA,5,f,21,1,O,30,6,1974,3,O,10568,.,.,.,1
SA,5,f,22,1,O,30,6,1974,3,O,10060,.,.,.,1
SA,5,f,23,1,O,30,6,1974,3,O,10063,.,.,.,1
SA,5,f,24,1,O,30,6,1974,3,O,9935,.,.,.,1
SA,5,f,25,1,O,30,6,1974,3,O,9948,.,.,.,1
SA,5,f,26,1,O,30,6,1974,3,O,10215,.,.,.,1
SA,5,f,27,1,O,30,6,1974,3,O,11098,.,.,.,1
SA,5,f,28,1,O,30,6,1974,3,O,8706,.,.,.,1
SA,5,f,29,1,O,30,6,1974,3,O,8794,.,.,.,1
SA,5,f,30,1,O,30,6,1974,3,O,8397,.,.,.,1
SA,5,f,31,1,O,30,6,1974,3,O,7789,.,.,.,1
SA,5,f,32,1,O,30,6,1974,3,O,7495,.,.,.,1
SA,5,f,33,1,O,30,6,1974,3,O,7224,.,.,.,1
SA,5,f,34,1,O,30,6,1974,3,O,7273,.,.,.,1
SA,5,f,35,1,O,30,6,1974,3,O,7056,.,.,.,1
SA,5,f,36,1,O,30,6,1974,3,O,6996,.,.,.,1
SA,5,f,37,1,O,30,6,1974,3,O,6975,.,.,.,1
SA,5,f,38,1,O,30,6,1974,3,O,6893,.,.,.,1
SA,5,f,39,1,O,30,6,1974,3,O,6346,.,.,.,1
SA,5,f,40,1,O,30,6,1974,3,O,6577,.,.,.,1
SA,5,f,41,1,O,30,6,1974,3,O,6381,.,.,.,1
SA,5,f,42,1,O,30,6,1974,3,O,6453,.,.,.,1
SA,5,f,43,1,O,30,6,1974,3,O,7327,.,.,.,1
SA,5,f,44,1,O,30,6,1974,3,O,6792,.,.,.,1
SA,5,f,45,1,O,30,6,1974,3,O,7094,.,.,.,1
SA,5,f,46,1,O,30,6,1974,3,O,7240,.,.,.,1
SA,5,f,47,1,O,30,6,1974,3,O,7302,.,.,.,1
SA,5,f,48,1,O,30,6,1974,3,O,7549,.,.,.,1
SA,5,f,49,1,O,30,6,1974,3,O,7427,.,.,.,1
SA,5,f,50,1,O,30,6,1974,3,O,7227,.,.,.,1
SA,5,f,51,1,O,30,6,1974,3,O,7334,.,.,.,1
